,Class,FX_u,FX_s,FX_m,FX_h,umag,gmag,rmag,zmag,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,3.6mag,4.5mag,5.8mag,8.0mag,Bmag,imag
7531,STAR,6.82e-15,2.22e-14,1.47e-14,5.85e-15,9999999.0,9999999.0,10.7,9999999.0,11.651,10.94,10.764,10.333,10.214,6.193,9999999.0,9999999.0,9999999.0,9999999.0,16.59,12.78
7532,STAR,1.1e-16,2.28e-15,7.21e-15,7.67e-15,9999999.0,9999999.0,9999999.0,9999999.0,12.969,11.735,11.002,10.313,9.003,5.771,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7533,STAR,4.45e-16,1.68e-15,1.26e-15,1.72e-15,17.591,17.526,16.499,14.386,12.578,11.908,11.391,10.602,9.974,8.347,9999999.0,9999999.0,9999999.0,9999999.0,16.31,15.486
7534,STAR,2.12e-15,5.85e-15,2.82e-15,2.21e-16,9999999.0,9999999.0,17.18,9999999.0,13.656,13.061,12.817,12.201,12.019,7.373,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,15.47
7535,STAR,1.23e-14,3.27e-14,2.04e-14,1.28e-14,9999999.0,9999999.0,9999999.0,9999999.0,12.475,11.751,11.566,9.771,9.273,4.108,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7536,STAR,1.56e-16,2.32e-15,7.56e-15,1.13e-14,9999999.0,20.486,18.101,15.245,13.011,11.887,11.47,11.213,11.017,9.465,9999999.0,9999999.0,9999999.0,9999999.0,20.96,16.426
7537,STAR,8.78e-15,1.82e-14,1.6e-14,1.77e-14,19.7,17.466,16.083,14.236,12.798,12.098,11.9,11.71,11.608,9.593,9999999.0,9999999.0,9999999.0,9999999.0,16.73,15.297
7538,STAR,4.24e-14,1.02e-13,8.76e-14,7.42e-14,20.589,18.201,16.806,14.497,13.009,12.354,12.106,11.966,11.751,10.34,9999999.0,9999999.0,9999999.0,9999999.0,18.91,15.325
7539,STAR,1.73e-16,1.07e-14,2.8e-14,3.7e-14,21.927,18.532,16.594,14.617,12.622,11.646,11.284,11.061,10.91,7.424,9999999.0,9999999.0,9999999.0,9999999.0,18.01,15.465
7540,STAR,2.43e-15,1.54e-14,1.64e-14,2.89e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7541,STAR,1.64e-14,5.32e-14,3.86e-14,2.75e-14,17.922,15.858,14.449,13.225,11.749,11.135,10.869,10.797,10.694,10.741,9999999.0,9999999.0,9999999.0,9999999.0,15.82,13.747
7542,STAR,1.4e-14,4.07e-14,2.58e-14,1.67e-14,9999999.0,9999999.0,12.93,9999999.0,11.263,10.523,10.142,9.72,9.418,9.374,9999999.0,9999999.0,9999999.0,9999999.0,15.34,12.63
7543,STAR,1.07e-16,4.42e-16,7.91e-15,1.57e-14,9999999.0,9999999.0,9999999.0,9999999.0,11.361,10.478,10.056,9.209,8.809,6.526,9999999.0,9999999.0,9999999.0,9999999.0,14.71,12.99
7544,STAR,1.26e-14,2.85e-14,2.67e-14,1.92e-14,19.539,16.835,15.36,13.91,12.63,11.881,11.725,10.552,9.852,7.433,9999999.0,9999999.0,9999999.0,9999999.0,16.82,14.781
7545,STAR,1.07e-14,3.01e-14,2.07e-14,1.09e-14,9999999.0,9999999.0,9999999.0,9999999.0,11.971,11.214,10.931,10.568,10.254,6.842,9999999.0,9999999.0,9999999.0,9999999.0,16.77,12.86
7546,STAR,2.3e-14,6.51e-14,5.52e-14,3.5e-14,9999999.0,9999999.0,13.19,9999999.0,10.979,10.197,9.87,9.52,9.104,7.286,9999999.0,9999999.0,9999999.0,9999999.0,15.44,12.38
7547,STAR,2.98e-16,1.83e-15,1.2e-16,7.17e-16,20.961,19.253,17.812,15.004,13.208,12.574,12.26,11.648,11.112,8.935,9999999.0,9999999.0,9999999.0,9999999.0,18.98,16.034
7548,STAR,6.04e-14,1.77e-13,1.54e-13,1.21e-13,9999999.0,9999999.0,10.95,9999999.0,9.949,9.283,9.121,9.053,8.986,7.238,9999999.0,9999999.0,9999999.0,9999999.0,12.88,11.12
7549,STAR,1.67e-14,4.43e-14,3.03e-14,2.33e-14,9999999.0,9999999.0,9999999.0,9999999.0,11.777,11.163,10.998,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7550,STAR,0.0,2.7e-16,2.44e-15,2.23e-15,9999999.0,9999999.0,13.1,9999999.0,11.856,11.063,10.845,10.717,10.626,8.7,9999999.0,9999999.0,9999999.0,9999999.0,14.28,12.97
7551,STAR,1.18e-14,6.44e-14,6.03e-14,4.13e-14,14.736,11.947,11.298,13.337,9.726,9.106,8.749,8.011,7.658,5.752,9999999.0,9999999.0,9999999.0,9999999.0,11.53,13.781
7552,STAR,1.05e-16,8.14e-16,2.69e-14,1.11e-13,9999999.0,9999999.0,9999999.0,9999999.0,13.18,11.412,10.668,9.332,8.993,4.977,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7553,STAR,3.82e-15,2.36e-14,2.83e-14,3.26e-14,9999999.0,9999999.0,13.74,9999999.0,11.507,10.704,10.318,10.014,9.53,6.581,9999999.0,9999999.0,9999999.0,9999999.0,16.92,12.23
7554,STAR,9.07e-16,8.72e-15,5.42e-15,1.58e-15,20.295,18.043,16.648,14.695,13.269,12.606,12.367,12.217,12.073,8.858,9999999.0,9999999.0,9999999.0,9999999.0,20.11,15.397
7555,STAR,1.45e-16,1.33e-15,3.19e-15,3.12e-15,22.364,19.711,17.432,15.138,13.126,12.03,11.632,11.226,11.138,7.478,9999999.0,9999999.0,9999999.0,9999999.0,18.82,16.115
7556,STAR,2.52e-14,7.32e-14,6.06e-14,3.59e-14,19.007,16.495,13.578,13.286,10.875,10.326,9.827,8.876,8.388,7.038,9999999.0,9999999.0,9999999.0,9999999.0,14.28,21.794
7557,STAR,1.5e-15,1.04e-14,8.63e-15,1.33e-14,9999999.0,9999999.0,9999999.0,9999999.0,11.964,11.055,10.408,9.223,8.655,5.195,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7558,STAR,1.63e-15,1.7e-14,1.04e-14,5.21e-15,9999999.0,9999999.0,9999999.0,9999999.0,12.281,11.619,11.387,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7559,STAR,2.14e-15,3.62e-15,2.23e-15,2.34e-15,9999999.0,9999999.0,18.37,9999999.0,13.487,12.88,12.587,12.46,12.216,9.892,9999999.0,9999999.0,9999999.0,9999999.0,20.1,15.53
7560,STAR,1.74e-14,4.67e-14,3.23e-14,1.88e-14,17.348,15.19,15.418,13.238,11.739,11.137,10.921,10.766,10.644,7.339,9999999.0,9999999.0,9999999.0,9999999.0,15.07,16.599
7561,STAR,2.59e-15,5.55e-15,4.73e-15,8.79e-16,9999999.0,9999999.0,14.97,9999999.0,12.725,12.037,11.782,11.632,11.454,8.17,9999999.0,9999999.0,9999999.0,9999999.0,17.96,14.54
7562,STAR,1.2e-16,6.92e-15,7.53e-15,8.92e-15,18.869,18.548,17.111,14.515,12.632,11.872,11.365,10.52,9.882,7.695,9999999.0,9999999.0,9999999.0,9999999.0,17.85,15.709
7563,STAR,1.1e-14,3.16e-14,1.81e-14,9.2e-15,17.971,17.206,15.994,14.255,12.619,11.9,11.451,10.744,10.282,8.635,9999999.0,9999999.0,9999999.0,9999999.0,17.07,14.999
7564,STAR,1.09e-14,2.61e-14,2.02e-14,6.01e-15,19.512,16.951,15.523,14.059,12.838,12.12,11.886,11.731,11.629,10.414,9999999.0,9999999.0,9999999.0,9999999.0,17.03,14.975
7565,STAR,2.04e-15,5.37e-15,2.96e-15,1.43e-15,22.494,21.441,19.849,15.832,13.809,13.184,12.86,12.554,12.253,9.834,9999999.0,9999999.0,9999999.0,9999999.0,20.36,17.398
7566,STAR,4.29e-15,1.08e-14,5.62e-15,9.39e-16,20.172,17.552,16.143,14.38,12.972,12.304,12.092,11.868,11.74,8.86,9999999.0,9999999.0,9999999.0,9999999.0,17.65,15.028
7567,STAR,6.45e-15,1.83e-14,1.34e-14,4.49e-15,19.269,16.831,15.44,13.962,12.567,11.836,11.621,11.521,11.39,8.341,9999999.0,9999999.0,9999999.0,9999999.0,17.05,17.957
7568,STAR,3.06e-14,8.57e-14,6.17e-14,4.61e-14,16.598,14.747,15.408,12.456,10.554,9.894,9.544,8.784,8.262,6.683,9999999.0,9999999.0,9999999.0,9999999.0,13.92,15.797
7569,STAR,3.46e-16,2.99e-15,2.03e-15,9.1e-16,22.215,20.916,19.276,15.532,13.532,12.882,12.528,12.281,11.983,8.558,9999999.0,9999999.0,9999999.0,9999999.0,20.43,16.994
7570,STAR,2.36e-16,2.68e-14,8.18e-14,1.25e-13,21.353,17.659,15.521,13.442,11.46,10.498,10.124,9.837,9.749,9.314,9999999.0,9999999.0,9999999.0,9999999.0,16.64,14.319
7571,STAR,1.06e-15,7.2e-15,4.38e-15,3.17e-14,16.613,15.849,14.793,13.535,12.177,11.439,11.05,10.381,9.944,7.998,9999999.0,9999999.0,9999999.0,9999999.0,16.06,18.027
7572,STAR,3.91e-15,1.19e-14,1.38e-14,7.52e-15,17.73,16.075,15.84,13.646,11.712,11.033,10.83,10.551,10.493,6.955,9999999.0,9999999.0,9999999.0,9999999.0,15.82,16.197
7573,STAR,1.73e-14,5.49e-14,5.26e-14,3.42e-14,9999999.0,9999999.0,9.56,9999999.0,10.752,10.093,9.905,9.706,9.648,6.351,9999999.0,9999999.0,9999999.0,9999999.0,14.9,11.77
7574,STAR,1.17e-14,3.02e-14,2.04e-14,9.75e-15,18.436,15.885,14.547,13.18,11.82,11.094,10.91,10.842,10.688,9.865,9999999.0,9999999.0,9999999.0,9999999.0,15.95,13.99
7575,STAR,5.85e-15,4.21e-14,4.2e-14,2.36e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7576,STAR,2.44e-16,4.09e-15,7.94e-15,3.89e-15,21.428,18.027,16.063,14.003,12.126,10.665,9.682,8.51,7.937,6.391,9999999.0,9999999.0,9999999.0,9999999.0,17.17,16.493
7577,STAR,8.18e-16,3.5e-15,1.27e-15,2.92e-16,22.929,19.224,17.771,14.475,12.7,12.082,11.739,11.436,11.001,9.866,9999999.0,9999999.0,9999999.0,9999999.0,19.65,15.707
7578,STAR,4.02e-14,1.05e-13,1.05e-13,9.62e-14,9999999.0,9999999.0,15.12,9999999.0,12.333,11.59,11.356,11.285,11.048,8.302,9999999.0,9999999.0,9999999.0,9999999.0,17.61,13.69
7579,STAR,3.05e-15,2.28e-14,4.36e-14,8.09e-14,13.534,13.921,13.428,14.888,12.083,11.258,10.908,10.718,10.599,9.409,9999999.0,9999999.0,9999999.0,9999999.0,17.49,15.068
7580,STAR,2.04e-15,1.44e-14,8.28e-15,3.46e-15,18.381,15.845,14.53,13.538,12.351,11.635,11.471,11.365,11.381,10.825,9999999.0,9999999.0,9999999.0,9999999.0,15.84,14.316
7581,STAR,1.76e-14,4.35e-14,3.94e-14,4.31e-14,18.412,15.989,14.58,13.136,11.749,11.038,10.906,10.754,10.685,11.404,9999999.0,9999999.0,9999999.0,9999999.0,16.38,14.151
7582,STAR,4.81e-15,1.3e-14,7.99e-15,8.24e-15,18.521,16.067,14.637,13.072,11.438,10.92,10.131,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,16.902
7583,STAR,1.7e-14,3.78e-14,1.59e-14,2.46e-15,9999999.0,9999999.0,14.29,9999999.0,11.736,11.22,10.886,10.653,10.341,7.548,9999999.0,9999999.0,9999999.0,9999999.0,16.77,13.07
7584,STAR,4.21e-15,7.31e-15,4.28e-15,8.7e-16,9999999.0,9999999.0,9999999.0,9999999.0,13.285,12.711,12.364,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7585,STAR,9.18e-15,2.07e-14,1.74e-14,1.13e-14,19.255,16.901,15.464,13.622,12.197,11.511,11.296,11.17,11.012,9.839,9999999.0,9999999.0,9999999.0,9999999.0,16.5,14.316
7586,STAR,3.64e-15,8.29e-15,5.05e-15,9.49e-15,20.606,18.332,16.939,14.446,12.92,12.278,12.044,12.007,11.7,8.795,9999999.0,9999999.0,9999999.0,9999999.0,18.61,15.328
7587,STAR,2.77e-12,5.34e-12,8.91e-13,7.94e-14,9999999.0,9999999.0,1.75,9999999.0,2.191,2.408,2.273,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,1.47,1.87
7588,STAR,1.45e-15,1.87e-14,2.59e-14,3.25e-14,17.769,16.663,15.367,13.881,12.47,11.737,11.497,11.076,10.685,8.813,9999999.0,9999999.0,9999999.0,9999999.0,16.36,14.48
7589,STAR,3.44e-18,1.33e-15,1.49e-15,1.11e-16,19.233,17.539,16.093,14.363,13.014,12.294,12.084,11.933,11.757,9.394,9999999.0,9999999.0,9999999.0,9999999.0,17.65,15.023
7590,STAR,1.48e-15,5.09e-15,3.47e-15,3.59e-15,20.186,18.124,16.663,13.916,12.22,11.596,11.322,11.013,10.632,8.83,9999999.0,9999999.0,9999999.0,9999999.0,18.21,14.907
7591,STAR,9.18e-15,2.42e-14,1.71e-14,1.13e-14,19.377,16.957,15.576,13.959,12.464,11.806,11.631,11.522,11.392,11.056,9999999.0,9999999.0,9999999.0,9999999.0,17.13,14.598
7592,STAR,1.9e-14,5.08e-14,3.58e-14,1.78e-14,15.978,14.177,13.078,12.671,11.358,10.863,10.749,10.659,10.678,10.111,9999999.0,9999999.0,9999999.0,9999999.0,13.84,12.864
7593,STAR,9.65e-15,3.81e-14,2.86e-14,2.37e-14,18.745,16.539,15.141,13.664,12.205,11.428,11.099,10.575,10.078,7.92,9999999.0,9999999.0,9999999.0,9999999.0,15.55,14.252
7594,STAR,4.57e-17,5.38e-16,2.65e-15,5.96e-15,20.294,18.342,16.424,14.575,12.267,11.13,10.262,9.15,8.401,6.624,9999999.0,9999999.0,9999999.0,9999999.0,16.98,15.435
7595,STAR,3.51e-16,4.5e-15,3.35e-14,5.54e-14,23.711,22.382,9999999.0,20.568,13.771,11.516,10.459,9.978,9.508,9.245,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,20.478
7596,STAR,3.35e-17,2.54e-15,7.01e-15,1.02e-14,22.389,21.243,18.935,15.189,12.749,11.523,11.075,10.713,10.162,7.816,9999999.0,9999999.0,9999999.0,9999999.0,20.28,16.687
7597,STAR,6.37e-14,2.44e-13,2.29e-13,1.78e-13,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,7.83,7.411,5.503,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7598,STAR,3.61e-15,3.46e-14,3.55e-14,2.37e-14,18.741,15.752,14.103,12.576,11.043,10.206,9.999,9.818,9.787,10.236,9999999.0,9999999.0,9999999.0,9999999.0,15.72,14.839
7599,STAR,9.76e-16,6.22e-15,5.76e-15,4.79e-15,20.137,18.232,16.715,13.734,11.898,11.208,10.773,10.495,9.93,8.219,9999999.0,9999999.0,9999999.0,9999999.0,18.23,14.87
7600,STAR,2.7e-15,1.06e-14,4.06e-15,3.1e-15,19.458,16.912,15.496,14.04,12.719,12.024,11.832,11.745,11.708,9.541,9999999.0,9999999.0,9999999.0,9999999.0,16.74,14.572
7601,STAR,1.76e-16,4.3e-16,3.75e-15,1.39e-14,24.07,21.94,19.897,15.784,13.548,12.682,12.149,11.511,10.882,8.361,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,17.502
7602,STAR,0.0,2.29e-14,9.13e-16,8.95e-16,17.283,16.439,15.447,13.749,12.124,11.298,10.881,10.264,9.777,8.084,9999999.0,9999999.0,9999999.0,9999999.0,15.94,14.447
7603,STAR,3.1e-15,9.25e-15,6.16e-15,4.19e-15,20.018,17.623,16.193,14.354,12.948,12.32,12.088,11.92,11.777,10.088,9999999.0,9999999.0,9999999.0,9999999.0,17.95,15.039
7604,STAR,5.75e-14,1.38e-13,1.02e-13,6.88e-14,9999999.0,9999999.0,11.68,9999999.0,10.346,9.782,9.668,9.627,9.637,9.633,9999999.0,9999999.0,9999999.0,9999999.0,13.14,11.07
7605,STAR,7.29e-15,2.23e-14,1.99e-14,1.75e-14,17.591,15.314,13.935,13.009,11.984,11.282,10.935,10.518,10.197,8.498,9999999.0,9999999.0,9999999.0,9999999.0,15.66,16.273
7606,STAR,3.97e-15,9.79e-15,7.47e-15,7.94e-15,19.327,16.945,15.519,13.827,12.344,11.612,11.4,11.335,11.224,12.025,9999999.0,9999999.0,9999999.0,9999999.0,16.97,14.476
7607,STAR,2.2e-15,2.65e-14,3.93e-14,3.23e-14,18.568,17.071,14.88,13.388,11.082,10.148,9.519,7.928,6.992,4.757,9999999.0,9999999.0,9999999.0,9999999.0,15.71,17.215
7608,STAR,9.39e-16,1.83e-15,8.34e-16,7.8e-16,21.044,18.744,17.354,15.192,13.832,13.188,12.88,12.731,12.428,10.762,9999999.0,9999999.0,9999999.0,9999999.0,19.04,15.952
7609,STAR,7.57e-16,1.23e-14,3.29e-14,3.52e-14,21.336,17.814,15.712,13.774,12.014,10.986,10.489,10.102,9.751,7.527,9999999.0,9999999.0,9999999.0,9999999.0,17.71,14.584
7610,STAR,6.02e-18,3.86e-16,2.57e-15,3.28e-15,20.437,18.037,16.214,14.404,12.749,11.963,11.692,11.445,11.402,11.352,9999999.0,9999999.0,9999999.0,9999999.0,18.7,15.166
7611,STAR,1.98e-14,5.74e-14,4.39e-14,2.97e-14,19.962,17.579,16.162,14.19,12.758,12.132,11.85,11.714,11.54,11.858,9999999.0,9999999.0,9999999.0,9999999.0,18.04,14.953
7612,STAR,0.0,7.73e-16,3.12e-15,3.63e-15,9999999.0,21.18,18.955,16.006,14.04,12.833,12.219,11.618,11.062,9.73,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,17.16
7613,STAR,1.27e-14,2.87e-14,1.91e-14,1.03e-14,19.091,16.532,15.134,13.464,12.073,11.397,11.174,10.906,10.736,9.727,9999999.0,9999999.0,9999999.0,9999999.0,17.01,14.6
7614,STAR,1.71e-14,6.02e-14,3.68e-14,2.11e-14,10.82,9.668,9.595,10.712,8.953,8.406,7.69,6.686,6.057,3.559,9999999.0,9999999.0,9999999.0,9999999.0,9.79,9.711
7615,STAR,6.83e-16,8.23e-15,4.4e-14,1.18e-13,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7616,STAR,2.19e-15,3.85e-15,2.03e-15,2.38e-15,21.16,18.81,17.418,14.564,12.91,12.275,12.006,11.872,11.641,11.189,9999999.0,9999999.0,9999999.0,9999999.0,19.21,15.595
7617,STAR,1.43e-14,3.36e-14,2.94e-14,2.71e-14,20.398,18.39,16.929,14.454,12.964,12.341,12.089,11.856,11.661,9.627,9999999.0,9999999.0,9999999.0,9999999.0,18.66,15.352
7618,STAR,1.55e-15,7.27e-15,4.26e-15,7.81e-15,19.99,18.749,17.407,14.902,13.295,12.543,12.073,11.788,11.196,8.328,9999999.0,9999999.0,9999999.0,9999999.0,17.14,15.863
7619,STAR,4.4e-14,9.79e-14,6.86e-14,4.72e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7620,STAR,7.66e-16,6.19e-15,5.11e-15,3.07e-15,21.33,18.739,17.248,14.985,13.48,12.807,12.527,12.385,12.186,11.686,9999999.0,9999999.0,9999999.0,9999999.0,18.98,15.81
7621,STAR,1.68e-14,4.71e-14,2.75e-14,1.17e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7622,STAR,8.45e-17,5.22e-15,8.62e-15,9.85e-15,18.459,17.088,15.554,14.32,12.283,11.474,11.207,10.912,10.44,8.022,9999999.0,9999999.0,9999999.0,9999999.0,17.13,14.736
7623,STAR,1.45e-14,3.95e-14,2.4e-14,8.32e-15,16.19,15.402,13.058,13.439,11.157,10.547,10.382,10.316,10.311,9.758,9999999.0,9999999.0,9999999.0,9999999.0,14.01,12.704
7624,STAR,6.37e-16,1.71e-15,1.24e-14,5.37e-15,18.437,16.879,15.268,13.117,11.455,10.504,10.052,9.306,8.683,6.859,9999999.0,9999999.0,9999999.0,9999999.0,16.97,13.929
7625,STAR,1.63e-15,4.88e-14,8.18e-14,6.93e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7626,STAR,8.55e-15,3.08e-14,2.17e-14,1.36e-14,16.02,15.107,13.131,13.236,9999999.0,9999999.0,9999999.0,10.759,10.745,9.773,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,12.88
7627,STAR,3.29e-15,1.45e-14,1.24e-14,5.79e-15,20.294,18.159,16.773,13.969,12.284,11.612,11.352,11.199,10.988,10.348,9999999.0,9999999.0,9999999.0,9999999.0,18.49,14.964
7628,STAR,3.18e-16,1.44e-15,8.77e-16,2.95e-16,19.039,16.668,15.099,13.716,11.829,10.951,10.683,10.348,10.051,8.698,9999999.0,9999999.0,9999999.0,9999999.0,16.3,14.232
7629,STAR,3.19e-15,1.86e-14,2.35e-14,2.79e-14,17.436,16.384,15.162,13.825,11.834,11.028,10.689,10.283,9.674,7.723,9999999.0,9999999.0,9999999.0,9999999.0,15.01,14.322
7630,STAR,2.33e-14,6.43e-14,4.45e-14,2.9e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7631,STAR,1.98e-15,5.1e-15,3.87e-15,3.09e-15,21.468,18.83,17.355,15.502,14.151,13.59,13.312,13.155,13.047,12.406,9999999.0,9999999.0,9999999.0,9999999.0,19.01,16.153
7632,STAR,1.41e-15,8.46e-15,2.37e-15,1.29e-15,19.927,17.695,16.256,14.411,13.077,12.378,12.178,12.051,11.883,11.467,9999999.0,9999999.0,9999999.0,9999999.0,17.72,15.062
7633,STAR,8.34e-17,5.81e-15,1.09e-14,1.44e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7634,STAR,1.41e-15,1.69e-14,1.52e-14,2.9e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7635,STAR,2.7e-15,1.88e-14,2.42e-14,1.94e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7636,STAR,1.19e-16,7.26e-15,3.14e-14,4.97e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7637,STAR,4.26e-15,3.07e-14,4.11e-14,5.16e-14,18.444,16.51,15.111,13.324,11.988,11.329,11.039,10.595,10.231,8.007,9999999.0,9999999.0,9999999.0,9999999.0,15.7,15.895
7638,STAR,1.38e-13,3.74e-13,4.11e-13,5.38e-13,9999999.0,9999999.0,6.39,9999999.0,6.974,6.954,6.952,6.921,6.899,6.658,9999999.0,9999999.0,9999999.0,9999999.0,6.16,6.49
7639,STAR,1.85e-14,5e-14,2.77e-14,1.84e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7640,STAR,4.58e-14,3.5e-13,2.3e-12,1.37e-11,9999999.0,9999999.0,8.91,9999999.0,8.368,8.272,8.157,7.026,6.837,6.163,9999999.0,9999999.0,9999999.0,9999999.0,9.44,8.68
7641,STAR,3.28e-15,2.76e-14,4.95e-14,7.54e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7642,STAR,3.15e-16,2.6e-16,1.05e-15,3.39e-15,9999999.0,9999999.0,19.13,9999999.0,14.655,14.135,13.743,13.467,13.133,11.681,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,17.44
7643,STAR,4.54e-15,2.04e-14,3.06e-14,5.57e-14,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7644,STAR,6.32e-16,2.07e-15,8.31e-16,1.98e-15,21.537,18.899,17.542,15.132,13.561,12.852,11.832,10.828,10.137,8.0,9999999.0,9999999.0,9999999.0,9999999.0,17.55,15.945
7645,STAR,6.58e-16,5.09e-16,1.75e-14,4.66e-13,19.92,18.179,16.805,15.611,12.218,10.961,10.074,8.988,8.362,6.757,9999999.0,9999999.0,9999999.0,9999999.0,16.73,16.282
7646,STAR,1.74e-15,9.43e-15,3.9e-15,5.71e-15,19.747,17.695,16.255,14.237,12.755,12.048,11.81,11.583,11.427,9.554,9999999.0,9999999.0,9999999.0,9999999.0,17.47,15.005
7647,STAR,5.75e-14,1.6e-13,1.58e-13,8.94e-14,9999999.0,9999999.0,10.93,9999999.0,10.134,9.629,9.475,9.394,9.398,9.101,9999999.0,9999999.0,9999999.0,9999999.0,12.07,10.85
7648,STAR,1.63e-16,1.28e-15,3.29e-16,7.87e-16,9999999.0,9999999.0,7.05,9999999.0,7.287,7.424,7.415,7.419,7.454,6.203,9999999.0,9999999.0,9999999.0,9999999.0,6.71,7.2
7649,STAR,3.1e-15,3.86e-14,2.16e-13,4.63e-13,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0
7650,STAR,7.93e-16,3.59e-15,3.73e-15,3.79e-15,9999999.0,9999999.0,11.41,9999999.0,10.604,9.824,9.287,8.028,6.897,3.837,9999999.0,9999999.0,9999999.0,9999999.0,13.18,11.43
7651,STAR,7.06e-17,8.16e-16,1.03e-14,3.11e-14,9999999.0,9999999.0,14.18,9999999.0,11.502,10.213,9.461,8.523,7.873,5.164,9999999.0,9999999.0,9999999.0,9999999.0,17.62,14.01
7652,STAR,3.15e-15,2.5e-14,3.59e-14,4e-14,9999999.0,9999999.0,11.37,9999999.0,9.41,8.539,7.811,6.838,6.15,4.121,9999999.0,9999999.0,9999999.0,9999999.0,12.7,10.82
7653,STAR,3.21e-17,1.05e-15,4.21e-15,1.57e-14,9999999.0,9999999.0,14.44,9999999.0,10.883,10.001,9.51,8.699,8.254,7.326,9999999.0,9999999.0,9999999.0,9999999.0,15.45,13.95
